date,timestamp,source_name,headline,snippet,url,issue_area,geography_refs,geography_matches,source_type,domain,language,is_synthetic_operational_demo
2026-04-26,2026-04-26T03:27:00,Hudson Valley Public Radio,Rome families describe grocery and utility pressure as debate grows,"Hudson Valley Public Radio notes that affordability / cost of living narratives in Central NY are being repeated across policy newsletter coverage, with Rome residents emphasizing debate.",https://example.com/operational-demo/00199,affordability / cost of living,Rome; Central NY,Rome; Central NY,policy newsletter,hudsonvalleypublicradio.example,English,True
2026-04-26,2026-04-26T02:55:00,Metro Narrative Scan,Nassau local leaders debate delivery of affordable units as response grows,"Metro Narrative Scan notes that housing / rent narratives in Long Island are being repeated across social listening digest coverage, with Nassau residents emphasizing response.",https://example.com/operational-demo/02598,housing / rent,Nassau; Long Island,Nassau; Long Island,social listening digest,metronarrativescan.example,English,True
2026-04-26,2026-04-26T02:44:00,Statehouse Watch,Orange County residents ask for concrete cost-of-living plans as pressure grows,"Statehouse Watch notes that affordability / cost of living narratives in Hudson Valley are being repeated across local news coverage, with Orange County residents emphasizing pressure.",https://example.com/operational-demo/00638,affordability / cost of living,Orange County; Hudson Valley,Orange County; Hudson Valley,local news,statehousewatch.example,English,True
2026-04-26,2026-04-26T02:42:00,Statehouse Watch,Buffalo residents ask for concrete cost-of-living plans as investment grows,"Statehouse Watch notes that affordability / cost of living narratives in Western NY are being repeated across community forum coverage, with Buffalo residents emphasizing investment.",https://example.com/operational-demo/01464,affordability / cost of living,Buffalo; Western NY,Buffalo; Western NY,community forum,statehousewatch.example,English,True
2026-04-26,2026-04-26T02:17:00,Statehouse Watch,Bronx regional employers highlight training needs around automation as concern grows,"Statehouse Watch notes that AI / tech jobs narratives in NYC are being repeated across local news coverage, with Bronx residents emphasizing concern.",https://example.com/operational-demo/02310,AI / tech jobs,Bronx; NYC,Bronx; NYC,local news,statehousewatch.example,English,True
2026-04-26,2026-04-26T02:13:00,Rochester Herald,Utica tech expansion stories raise questions about workforce stability as attention grows,"Rochester Herald notes that AI / tech jobs narratives in Central NY are being repeated across social listening digest coverage, with Utica residents emphasizing attention.",https://example.com/operational-demo/02038,AI / tech jobs,Utica; Central NY,Utica; Central NY,social listening digest,rochesterherald.example,English,True
2026-04-26,2026-04-26T02:06:00,Metro Narrative Scan,Staten Island families describe grocery and utility pressure as discussion grows,"Metro Narrative Scan notes that affordability / cost of living narratives in NYC are being repeated across community forum coverage, with Staten Island residents emphasizing discussion.",https://example.com/operational-demo/01052,affordability / cost of living,Staten Island; NYC,Staten Island; NYC,community forum,metronarrativescan.example,English,True
2026-04-26,2026-04-26T01:58:00,Rochester Herald,Suffolk families describe grocery and utility pressure as training grows,"Rochester Herald notes that affordability / cost of living narratives in Long Island are being repeated across community forum coverage, with Suffolk residents emphasizing training.",https://example.com/operational-demo/01089,affordability / cost of living,Suffolk; Long Island,Suffolk; Long Island,community forum,rochesterherald.example,English,True
2026-04-26,2026-04-26T01:22:00,Empire State Ledger,Suffolk commuters connect fare pressure to household budgets as training grows,"Empire State Ledger notes that affordability / cost of living narratives in Long Island are being repeated across policy newsletter coverage, with Suffolk residents emphasizing training.",https://example.com/operational-demo/00893,affordability / cost of living,Suffolk; Long Island,Suffolk; Long Island,policy newsletter,empirestateledger.example,English,True
2026-04-26,2026-04-26T01:22:00,Statehouse Watch,Buffalo commuters connect fare pressure to household budgets as strain grows,"Statehouse Watch notes that affordability / cost of living narratives in Western NY are being repeated across policy newsletter coverage, with Buffalo residents emphasizing strain.",https://example.com/operational-demo/01135,affordability / cost of living,Buffalo; Western NY,Buffalo; Western NY,policy newsletter,statehousewatch.example,English,True
2026-04-26,2026-04-26T01:12:00,Empire State Ledger,Manhattan community groups ask for clearer asylum support plans as attention grows,"Empire State Ledger notes that immigration / public safety narratives in NYC are being repeated across public radio coverage, with Manhattan residents emphasizing attention.",https://example.com/operational-demo/01200,immigration / public safety,Manhattan; NYC,Manhattan; NYC,public radio,empirestateledger.example,English,True
2026-04-26,2026-04-26T01:02:00,Long Island Observer,Rockland families describe grocery and utility pressure as strain grows,"Long Island Observer notes that affordability / cost of living narratives in Hudson Valley are being repeated across local news coverage, with Rockland residents emphasizing strain.",https://example.com/operational-demo/01310,affordability / cost of living,Rockland; Hudson Valley,Rockland; Hudson Valley,local news,longislandobserver.example,English,True
2026-04-25,2026-04-25T18:39:00,Long Island Observer,Huntington local leaders debate delivery of affordable units as urgent grows,"Long Island Observer notes that housing / rent narratives in Long Island are being repeated across community forum coverage, with Huntington residents emphasizing urgent.",https://example.com/operational-demo/01160,housing / rent,Huntington; Long Island,Huntington; Long Island,community forum,longislandobserver.example,English,True
2026-04-25,2026-04-25T18:37:00,Rochester Herald,Schenectady labor groups call for guardrails around artificial intelligence as urgent grows,"Rochester Herald notes that AI / tech jobs narratives in Capital Region are being repeated across TV transcript coverage, with Schenectady residents emphasizing urgent.",https://example.com/operational-demo/01477,AI / tech jobs,Schenectady; Capital Region,Schenectady; Capital Region,TV transcript,rochesterherald.example,English,True
2026-04-25,2026-04-25T18:26:00,Buffalo Civic Wire,Orange County tenants connect rent increases to neighborhood displacement as attention grows,"Buffalo Civic Wire notes that housing / rent narratives in Hudson Valley are being repeated across local news coverage, with Orange County residents emphasizing attention.",https://example.com/operational-demo/01150,housing / rent,Orange County; Hudson Valley,Orange County; Hudson Valley,local news,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T18:23:00,Buffalo Civic Wire,Rome tech expansion stories raise questions about workforce stability as concern grows,"Buffalo Civic Wire notes that AI / tech jobs narratives in Central NY are being repeated across TV transcript coverage, with Rome residents emphasizing concern.",https://example.com/operational-demo/01962,AI / tech jobs,Rome; Central NY,Rome; Central NY,TV transcript,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T18:18:00,Syracuse Policy Review,Huntington workers ask whether AI investment will produce durable jobs as discussion grows,"Syracuse Policy Review notes that AI / tech jobs narratives in Long Island are being repeated across policy newsletter coverage, with Huntington residents emphasizing discussion.",https://example.com/operational-demo/00242,AI / tech jobs,Huntington; Long Island,Huntington; Long Island,policy newsletter,syracusepolicyreview.example,English,True
2026-04-25,2026-04-25T16:58:00,Metro Narrative Scan,Buffalo workers ask whether AI investment will produce durable jobs as debate grows,"Metro Narrative Scan notes that AI / tech jobs narratives in Western NY are being repeated across TV transcript coverage, with Buffalo residents emphasizing debate.",https://example.com/operational-demo/02029,AI / tech jobs,Buffalo; Western NY,Buffalo; Western NY,TV transcript,metronarrativescan.example,English,True
2026-04-25,2026-04-25T16:52:00,Queens Community Post,Manhattan watchdogs press for accountability and procurement transparency as accountability grows,"Queens Community Post notes that corruption / competence / trust narratives in NYC are being repeated across public radio coverage, with Manhattan residents emphasizing accountability.",https://example.com/operational-demo/02556,corruption / competence / trust,Manhattan; NYC,Manhattan; NYC,public radio,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T16:46:00,Queens Community Post,Brooklyn tech expansion stories raise questions about workforce stability as strain grows,"Queens Community Post notes that AI / tech jobs narratives in NYC are being repeated across community forum coverage, with Brooklyn residents emphasizing strain.",https://example.com/operational-demo/01254,AI / tech jobs,Brooklyn; NYC,Brooklyn; NYC,community forum,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T16:44:00,NY Civic Monitor,Westchester residents ask for concrete cost-of-living plans as training grows,"NY Civic Monitor notes that affordability / cost of living narratives in Hudson Valley are being repeated across community forum coverage, with Westchester residents emphasizing training.",https://example.com/operational-demo/01125,affordability / cost of living,Westchester; Hudson Valley,Westchester; Hudson Valley,community forum,nycivicmonitor.example,English,True
2026-04-25,2026-04-25T16:40:00,NY Civic Monitor,Rome local officials debate affordability relief proposals as investment grows,"NY Civic Monitor notes that affordability / cost of living narratives in Central NY are being repeated across local news coverage, with Rome residents emphasizing investment.",https://example.com/operational-demo/00207,affordability / cost of living,Rome; Central NY,Rome; Central NY,local news,nycivicmonitor.example,English,True
2026-04-25,2026-04-25T16:37:00,Rochester Herald,Syracuse subway and downtown safety concerns continue to circulate as concern grows,"Rochester Herald notes that immigration / public safety narratives in Central NY are being repeated across community forum coverage, with Syracuse residents emphasizing concern.",https://example.com/operational-demo/00579,immigration / public safety,Syracuse; Central NY,Syracuse; Central NY,community forum,rochesterherald.example,English,True
2026-04-25,2026-04-25T16:19:00,Buffalo Civic Wire,Albany families describe grocery and utility pressure as investment grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Capital Region are being repeated across TV transcript coverage, with Albany residents emphasizing investment.",https://example.com/operational-demo/02262,affordability / cost of living,Albany; Capital Region,Albany; Capital Region,TV transcript,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T16:05:00,NY Civic Monitor,Schenectady community groups ask for clearer asylum support plans as pressure grows,"NY Civic Monitor notes that immigration / public safety narratives in Capital Region are being repeated across local news coverage, with Schenectady residents emphasizing pressure.",https://example.com/operational-demo/02218,immigration / public safety,Schenectady; Capital Region,Schenectady; Capital Region,local news,nycivicmonitor.example,English,True
2026-04-25,2026-04-25T15:57:00,Empire State Ledger,Bronx officials debate public safety coordination and fairness as frustration grows,"Empire State Ledger notes that immigration / public safety narratives in NYC are being repeated across social listening digest coverage, with Bronx residents emphasizing frustration.",https://example.com/operational-demo/01054,immigration / public safety,Bronx; NYC,Bronx; NYC,social listening digest,empirestateledger.example,English,True
2026-04-25,2026-04-25T15:21:00,Buffalo Civic Wire,Brooklyn commuters connect fare pressure to household budgets as discussion grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in NYC are being repeated across public radio coverage, with Brooklyn residents emphasizing discussion.",https://example.com/operational-demo/00578,affordability / cost of living,Brooklyn; NYC,Brooklyn; NYC,public radio,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T14:55:00,Rochester Herald,Schenectady reform groups frame trust as a campaign issue as response grows,"Rochester Herald notes that corruption / competence / trust narratives in Capital Region are being repeated across community forum coverage, with Schenectady residents emphasizing response.",https://example.com/operational-demo/01141,corruption / competence / trust,Schenectady; Capital Region,Schenectady; Capital Region,community forum,rochesterherald.example,English,True
2026-04-25,2026-04-25T14:39:00,Hudson Valley Public Radio,Rochester officials debate public safety coordination and fairness as attention grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in Western NY are being repeated across local news coverage, with Rochester residents emphasizing attention.",https://example.com/operational-demo/02581,immigration / public safety,Rochester; Western NY,Rochester; Western NY,local news,hudsonvalleypublicradio.example,English,True
2026-04-25,2026-04-25T14:38:00,Metro Narrative Scan,Staten Island labor groups call for guardrails around artificial intelligence as debate grows,"Metro Narrative Scan notes that AI / tech jobs narratives in NYC are being repeated across community forum coverage, with Staten Island residents emphasizing debate.",https://example.com/operational-demo/01575,AI / tech jobs,Staten Island; NYC,Staten Island; NYC,community forum,metronarrativescan.example,English,True
2026-04-25,2026-04-25T14:16:00,Queens Community Post,Queens residents ask for concrete cost-of-living plans as debate grows,"Queens Community Post notes that affordability / cost of living narratives in NYC are being repeated across social listening digest coverage, with Queens residents emphasizing debate.",https://example.com/operational-demo/01630,affordability / cost of living,Queens; NYC,Queens; NYC,social listening digest,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T13:16:00,Long Island Observer,Staten Island workers ask whether AI investment will produce durable jobs as response grows,"Long Island Observer notes that AI / tech jobs narratives in NYC are being repeated across public radio coverage, with Staten Island residents emphasizing response.",https://example.com/operational-demo/00328,AI / tech jobs,Staten Island; NYC,Staten Island; NYC,public radio,longislandobserver.example,English,True
2026-04-25,2026-04-25T13:08:00,Queens Community Post,Erie County community groups ask for clearer asylum support plans as urgent grows,"Queens Community Post notes that immigration / public safety narratives in Western NY are being repeated across community forum coverage, with Erie County residents emphasizing urgent.",https://example.com/operational-demo/02293,immigration / public safety,Erie County; Western NY,Erie County; Western NY,community forum,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T12:35:00,Queens Community Post,Nassau residents ask for concrete cost-of-living plans as discussion grows,"Queens Community Post notes that affordability / cost of living narratives in Long Island are being repeated across local news coverage, with Nassau residents emphasizing discussion.",https://example.com/operational-demo/01009,affordability / cost of living,Nassau; Long Island,Nassau; Long Island,local news,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T12:33:00,Rochester Herald,Rockland community groups ask for clearer asylum support plans as attention grows,"Rochester Herald notes that immigration / public safety narratives in Hudson Valley are being repeated across community forum coverage, with Rockland residents emphasizing attention.",https://example.com/operational-demo/01782,immigration / public safety,Rockland; Hudson Valley,Rockland; Hudson Valley,community forum,rochesterherald.example,English,True
2026-04-25,2026-04-25T12:08:00,Statehouse Watch,Saratoga workers ask whether AI investment will produce durable jobs as training grows,"Statehouse Watch notes that AI / tech jobs narratives in Capital Region are being repeated across TV transcript coverage, with Saratoga residents emphasizing training.",https://example.com/operational-demo/01433,AI / tech jobs,Saratoga; Capital Region,Saratoga; Capital Region,TV transcript,statehousewatch.example,English,True
2026-04-25,2026-04-25T12:04:00,Statehouse Watch,Brooklyn community groups ask for clearer asylum support plans as attention grows,"Statehouse Watch notes that immigration / public safety narratives in NYC are being repeated across community forum coverage, with Brooklyn residents emphasizing attention.",https://example.com/operational-demo/00538,immigration / public safety,Brooklyn; NYC,Brooklyn; NYC,community forum,statehousewatch.example,English,True
2026-04-25,2026-04-25T11:47:00,Statehouse Watch,Staten Island labor groups call for guardrails around artificial intelligence as urgent grows,"Statehouse Watch notes that AI / tech jobs narratives in NYC are being repeated across policy newsletter coverage, with Staten Island residents emphasizing urgent.",https://example.com/operational-demo/02494,AI / tech jobs,Staten Island; NYC,Staten Island; NYC,policy newsletter,statehousewatch.example,English,True
2026-04-25,2026-04-25T11:40:00,Queens Community Post,Saratoga labor groups call for guardrails around artificial intelligence as pressure grows,"Queens Community Post notes that AI / tech jobs narratives in Capital Region are being repeated across policy newsletter coverage, with Saratoga residents emphasizing pressure.",https://example.com/operational-demo/01819,AI / tech jobs,Saratoga; Capital Region,Saratoga; Capital Region,policy newsletter,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T11:40:00,Empire State Ledger,Suffolk community groups ask for clearer asylum support plans as debate grows,"Empire State Ledger notes that immigration / public safety narratives in Long Island are being repeated across social listening digest coverage, with Suffolk residents emphasizing debate.",https://example.com/operational-demo/01925,immigration / public safety,Suffolk; Long Island,Suffolk; Long Island,social listening digest,empirestateledger.example,English,True
2026-04-25,2026-04-25T11:39:00,Buffalo Civic Wire,Erie County families describe grocery and utility pressure as discussion grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Western NY are being repeated across policy newsletter coverage, with Erie County residents emphasizing discussion.",https://example.com/operational-demo/00985,affordability / cost of living,Erie County; Western NY,Erie County; Western NY,policy newsletter,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T11:18:00,Long Island Observer,Rockland voters connect ethics stories to broader competence concerns as response grows,"Long Island Observer notes that corruption / competence / trust narratives in Hudson Valley are being repeated across social listening digest coverage, with Rockland residents emphasizing response.",https://example.com/operational-demo/00906,corruption / competence / trust,Rockland; Hudson Valley,Rockland; Hudson Valley,social listening digest,longislandobserver.example,English,True
2026-04-25,2026-04-25T11:09:00,Empire State Ledger,Huntington families describe grocery and utility pressure as concern grows,"Empire State Ledger notes that affordability / cost of living narratives in Long Island are being repeated across local news coverage, with Huntington residents emphasizing concern.",https://example.com/operational-demo/01542,affordability / cost of living,Huntington; Long Island,Huntington; Long Island,local news,empirestateledger.example,English,True
2026-04-25,2026-04-25T11:07:00,Long Island Observer,Troy residents ask for concrete cost-of-living plans as discussion grows,"Long Island Observer notes that affordability / cost of living narratives in Capital Region are being repeated across community forum coverage, with Troy residents emphasizing discussion.",https://example.com/operational-demo/01139,affordability / cost of living,Troy; Capital Region,Troy; Capital Region,community forum,longislandobserver.example,English,True
2026-04-25,2026-04-25T10:50:00,Metro Narrative Scan,Bronx local officials debate affordability relief proposals as attention grows,"Metro Narrative Scan notes that affordability / cost of living narratives in NYC are being repeated across local news coverage, with Bronx residents emphasizing attention.",https://example.com/operational-demo/02312,affordability / cost of living,Bronx; NYC,Bronx; NYC,local news,metronarrativescan.example,English,True
2026-04-25,2026-04-25T10:25:00,Metro Narrative Scan,Bronx commuters connect fare pressure to household budgets as training grows,"Metro Narrative Scan notes that affordability / cost of living narratives in NYC are being repeated across policy newsletter coverage, with Bronx residents emphasizing training.",https://example.com/operational-demo/01405,affordability / cost of living,Bronx; NYC,Bronx; NYC,policy newsletter,metronarrativescan.example,English,True
2026-04-25,2026-04-25T10:11:00,Syracuse Policy Review,Yonkers workers ask whether AI investment will produce durable jobs as training grows,"Syracuse Policy Review notes that AI / tech jobs narratives in Hudson Valley are being repeated across social listening digest coverage, with Yonkers residents emphasizing training.",https://example.com/operational-demo/02420,AI / tech jobs,Yonkers; Hudson Valley,Yonkers; Hudson Valley,social listening digest,syracusepolicyreview.example,English,True
2026-04-25,2026-04-25T10:08:00,Syracuse Policy Review,Huntington tenants connect rent increases to neighborhood displacement as concern grows,"Syracuse Policy Review notes that housing / rent narratives in Long Island are being repeated across local news coverage, with Huntington residents emphasizing concern.",https://example.com/operational-demo/02177,housing / rent,Huntington; Long Island,Huntington; Long Island,local news,syracusepolicyreview.example,English,True
2026-04-25,2026-04-25T10:00:00,Queens Community Post,Erie County families describe grocery and utility pressure as training grows,"Queens Community Post notes that affordability / cost of living narratives in Western NY are being repeated across TV transcript coverage, with Erie County residents emphasizing training.",https://example.com/operational-demo/00278,affordability / cost of living,Erie County; Western NY,Erie County; Western NY,TV transcript,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T09:56:00,Buffalo Civic Wire,Suffolk residents link shelter planning to neighborhood quality of life as pressure grows,"Buffalo Civic Wire notes that immigration / public safety narratives in Long Island are being repeated across community forum coverage, with Suffolk residents emphasizing pressure.",https://example.com/operational-demo/01680,immigration / public safety,Suffolk; Long Island,Suffolk; Long Island,community forum,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T09:34:00,Empire State Ledger,Rochester officials debate public safety coordination and fairness as response grows,"Empire State Ledger notes that immigration / public safety narratives in Western NY are being repeated across social listening digest coverage, with Rochester residents emphasizing response.",https://example.com/operational-demo/00261,immigration / public safety,Rochester; Western NY,Rochester; Western NY,social listening digest,empirestateledger.example,English,True
2026-04-25,2026-04-25T09:33:00,Statehouse Watch,Syracuse workers ask whether AI investment will produce durable jobs as pressure grows,"Statehouse Watch notes that AI / tech jobs narratives in Central NY are being repeated across policy newsletter coverage, with Syracuse residents emphasizing pressure.",https://example.com/operational-demo/00693,AI / tech jobs,Syracuse; Central NY,Syracuse; Central NY,policy newsletter,statehousewatch.example,English,True
2026-04-25,2026-04-25T09:13:00,Rochester Herald,Rome officials debate public safety coordination and fairness as attention grows,"Rochester Herald notes that immigration / public safety narratives in Central NY are being repeated across social listening digest coverage, with Rome residents emphasizing attention.",https://example.com/operational-demo/00588,immigration / public safety,Rome; Central NY,Rome; Central NY,social listening digest,rochesterherald.example,English,True
2026-04-25,2026-04-25T09:07:00,NY Civic Monitor,Monroe County labor groups call for guardrails around artificial intelligence as response grows,"NY Civic Monitor notes that AI / tech jobs narratives in Western NY are being repeated across TV transcript coverage, with Monroe County residents emphasizing response.",https://example.com/operational-demo/01773,AI / tech jobs,Monroe County; Western NY,Monroe County; Western NY,TV transcript,nycivicmonitor.example,English,True
2026-04-25,2026-04-25T09:06:00,Buffalo Civic Wire,Monroe County reform groups frame trust as a campaign issue as concern grows,"Buffalo Civic Wire notes that corruption / competence / trust narratives in Western NY are being repeated across social listening digest coverage, with Monroe County residents emphasizing concern.",https://example.com/operational-demo/01381,corruption / competence / trust,Monroe County; Western NY,Monroe County; Western NY,social listening digest,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T09:06:00,Long Island Observer,Westchester tenants connect rent increases to neighborhood displacement as discussion grows,"Long Island Observer notes that housing / rent narratives in Hudson Valley are being repeated across public radio coverage, with Westchester residents emphasizing discussion.",https://example.com/operational-demo/01505,housing / rent,Westchester; Hudson Valley,Westchester; Hudson Valley,public radio,longislandobserver.example,English,True
2026-04-25,2026-04-25T08:56:00,Hudson Valley Public Radio,Rochester labor groups call for guardrails around artificial intelligence as debate grows,"Hudson Valley Public Radio notes that AI / tech jobs narratives in Western NY are being repeated across public radio coverage, with Rochester residents emphasizing debate.",https://example.com/operational-demo/01081,AI / tech jobs,Rochester; Western NY,Rochester; Western NY,public radio,hudsonvalleypublicradio.example,English,True
2026-04-25,2026-04-25T08:55:00,Metro Narrative Scan,Schenectady voters connect ethics stories to broader competence concerns as questions grows,"Metro Narrative Scan notes that corruption / competence / trust narratives in Capital Region are being repeated across community forum coverage, with Schenectady residents emphasizing questions.",https://example.com/operational-demo/01818,corruption / competence / trust,Schenectady; Capital Region,Schenectady; Capital Region,community forum,metronarrativescan.example,English,True
2026-04-25,2026-04-25T08:44:00,Statehouse Watch,Orange County residents link shelter planning to neighborhood quality of life as investment grows,"Statehouse Watch notes that immigration / public safety narratives in Hudson Valley are being repeated across social listening digest coverage, with Orange County residents emphasizing investment.",https://example.com/operational-demo/01754,immigration / public safety,Orange County; Hudson Valley,Orange County; Hudson Valley,social listening digest,statehousewatch.example,English,True
2026-04-25,2026-04-25T08:41:00,Buffalo Civic Wire,Schenectady residents ask for concrete cost-of-living plans as concern grows,"Buffalo Civic Wire notes that affordability / cost of living narratives in Capital Region are being repeated across social listening digest coverage, with Schenectady residents emphasizing concern.",https://example.com/operational-demo/01808,affordability / cost of living,Schenectady; Capital Region,Schenectady; Capital Region,social listening digest,buffalocivicwire.example,English,True
2026-04-25,2026-04-25T08:35:00,Statehouse Watch,Suffolk commuters connect fare pressure to household budgets as strain grows,"Statehouse Watch notes that affordability / cost of living narratives in Long Island are being repeated across TV transcript coverage, with Suffolk residents emphasizing strain.",https://example.com/operational-demo/00937,affordability / cost of living,Suffolk; Long Island,Suffolk; Long Island,TV transcript,statehousewatch.example,English,True
2026-04-25,2026-04-25T07:50:00,Hudson Valley Public Radio,Brooklyn residents link shelter planning to neighborhood quality of life as frustration grows,"Hudson Valley Public Radio notes that immigration / public safety narratives in NYC are being repeated across community forum coverage, with Brooklyn residents emphasizing frustration.",https://example.com/operational-demo/02590,immigration / public safety,Brooklyn; NYC,Brooklyn; NYC,community forum,hudsonvalleypublicradio.example,English,True
2026-04-25,2026-04-25T07:49:00,Empire State Ledger,Brooklyn regional employers highlight training needs around automation as concern grows,"Empire State Ledger notes that AI / tech jobs narratives in NYC are being repeated across TV transcript coverage, with Brooklyn residents emphasizing concern.",https://example.com/operational-demo/00876,AI / tech jobs,Brooklyn; NYC,Brooklyn; NYC,TV transcript,empirestateledger.example,English,True
2026-04-25,2026-04-25T07:35:00,NY Civic Monitor,Nassau community groups ask for clearer asylum support plans as questions grows,"NY Civic Monitor notes that immigration / public safety narratives in Long Island are being repeated across local news coverage, with Nassau residents emphasizing questions.",https://example.com/operational-demo/00687,immigration / public safety,Nassau; Long Island,Nassau; Long Island,local news,nycivicmonitor.example,English,True
2026-04-25,2026-04-25T07:07:00,Metro Narrative Scan,Hempstead families describe grocery and utility pressure as questions grows,"Metro Narrative Scan notes that affordability / cost of living narratives in Long Island are being repeated across policy newsletter coverage, with Hempstead residents emphasizing questions.",https://example.com/operational-demo/01910,affordability / cost of living,Hempstead; Long Island,Hempstead; Long Island,policy newsletter,metronarrativescan.example,English,True
2026-04-25,2026-04-25T07:04:00,Rochester Herald,Yonkers voters connect ethics stories to broader competence concerns as progress grows,"Rochester Herald notes that corruption / competence / trust narratives in Hudson Valley are being repeated across social listening digest coverage, with Yonkers residents emphasizing progress.",https://example.com/operational-demo/01563,corruption / competence / trust,Yonkers; Hudson Valley,Yonkers; Hudson Valley,social listening digest,rochesterherald.example,English,True
2026-04-25,2026-04-25T06:58:00,Hudson Valley Public Radio,Huntington local coverage questions whether government can deliver reliably as urgent grows,"Hudson Valley Public Radio notes that corruption / competence / trust narratives in Long Island are being repeated across public radio coverage, with Huntington residents emphasizing urgent.",https://example.com/operational-demo/02196,corruption / competence / trust,Huntington; Long Island,Huntington; Long Island,public radio,hudsonvalleypublicradio.example,English,True
2026-04-25,2026-04-25T06:45:00,Statehouse Watch,Monroe County voters connect ethics stories to broader competence concerns as training grows,"Statehouse Watch notes that corruption / competence / trust narratives in Western NY are being repeated across community forum coverage, with Monroe County residents emphasizing training.",https://example.com/operational-demo/01303,corruption / competence / trust,Monroe County; Western NY,Monroe County; Western NY,community forum,statehousewatch.example,English,True
2026-04-25,2026-04-25T06:39:00,Queens Community Post,Orange County local coverage questions whether government can deliver reliably as concern grows,"Queens Community Post notes that corruption / competence / trust narratives in Hudson Valley are being repeated across policy newsletter coverage, with Orange County residents emphasizing concern.",https://example.com/operational-demo/00146,corruption / competence / trust,Orange County; Hudson Valley,Orange County; Hudson Valley,policy newsletter,queenscommunitypost.example,English,True
2026-04-25,2026-04-25T06:06:00,Long Island Observer,Queens local leaders debate delivery of affordable units as frustration grows,"Long Island Observer notes that housing / rent narratives in NYC are being repeated across TV transcript coverage, with Queens residents emphasizing frustration.",https://example.com/operational-demo/00045,housing / rent,Queens; NYC,Queens; NYC,TV transcript,longislandobserver.example,English,True
2026-04-25,2026-04-25T05:54:00,Metro Narrative Scan,Troy watchdogs press for accountability and procurement transparency as concern grows,"Metro Narrative Scan notes that corruption / competence / trust narratives in Capital Region are being repeated across local news coverage, with Troy residents emphasizing concern.",https://example.com/operational-demo/01219,corruption / competence / trust,Troy; Capital Region,Troy; Capital Region,local news,metronarrativescan.example,English,True
2026-04-25,2026-04-25T05:42:00,Hudson Valley Public Radio,Orange County labor groups call for guardrails around artificial intelligence as discussion grows,"Hudson Valley Public Radio notes that AI / tech jobs narratives in Hudson Valley are being repeated across TV transcript coverage, with Orange County residents emphasizing discussion.",https://example.com/operational-demo/01697,AI / tech jobs,Orange County; Hudson Valley,Orange County; Hudson Valley,TV transcript,hudsonvalleypublicradio.example,English,True
2026-04-25,2026-04-25T05:18:00,NY Civic Monitor,Nassau voters connect ethics stories to broader competence concerns as investment grows,"NY Civic Monitor notes that corruption / competence / trust narratives in Long Island are being repeated across local news coverage, with Nassau residents emphasizing investment.",https://example.com/operational-demo/00564,corruption / competence / trust,Nassau; Long Island,Nassau; Long Island,local news,nycivicmonitor.example,English,True
2026-04-25,2026-04-25T05:11:00,Empire State Ledger,Bronx labor groups call for guardrails around artificial intelligence as concern grows,"Empire State Ledger notes that AI / tech jobs narratives in NYC are being repeated across TV transcript coverage, with Bronx residents emphasizing concern.",https://example.com/operational-demo/00198,AI / tech jobs,Bronx; NYC,Bronx; NYC,TV transcript,empirestateledger.example,English,True
2026-04-25,2026-04-25T05:08:00,Metro Narrative Scan,Hempstead residents ask for concrete cost-of-living plans as strain grows,"Metro Narrative Scan notes that affordability / cost of living narratives in Long Island are being repeated across community forum coverage, with Hempstead residents emphasizing strain.",https://example.com/operational-demo/00608,affordability / cost of living,Hempstead; Long Island,Hempstead; Long Island,community forum,metronarrativescan.example,English,True
2026-04-25,2026-04-25T05:07:00,Long Island Observer,Staten Island commuters connect fare pressure to household budgets as pressure grows,"Long Island Observer notes that affordability / cost of living narratives in NYC are being repeated across public radio coverage, with Staten Island residents emphasizing pressure.",https://example.com/operational-demo/00744,affordability / cost of living,Staten Island; NYC,Staten Island; NYC,public radio,longislandobserver.example,English,True
2026-04-25,2026-04-25T04:38:00,NY Civic Monitor,Bronx residents link shelter planning to neighborhood quality of life as debate grows,"NY Civic Monitor notes that immigration / public safety narratives in NYC are being repeated across community forum coverage, with Bronx residents emphasizing debate.",https://example.com/operational-demo/02385,immigration / public safety,Bronx; NYC,Bronx; NYC,community forum,nycivicmonitor.example,English,True
